Mod:Item:MetaData, Localized Name
pressure:canister:0, 金属罐 - 熔融铝镁硼合金
pressure:canister:0, 金属罐 - 熔融钨铬钴合金
pressure:canister:0, 金属罐 - 熔融白铜
pressure:canister:0, 金属罐 - 熔融铌锰合金
pressure:canister:0, 金属罐 - 熔融哈氏合金
pressure:canister:0, 金属罐 - 熔融镍铬合金
pressure:canister:0, 金属罐 - 熔融铜镍铁合金
pressure:canister:0, 金属罐 - 熔融铝镁合金
pressure:canister:0, 金属罐 - 熔融钒钢
pressure:canister:0, 金属罐 - 熔融钽合金
pressure:canister:0, 金属罐 - 熔融耐候钢
pressure:canister:0, 金属罐 - 熔融铅锡锑合金
pressure:canister:0, 金属罐 - 熔融镍铝合金
pressure:canister:0, 金属罐 - 熔融铬镍铁合金
pressure:canister:0, 金属罐 - 熔融锆合金
pressure:canister:0, 金属罐 - 爬行者酸液
pressure:canister:0, 金属罐 - 亚硫酸
pressure:canister:0, 金属罐 - 营养精华液
pressure:canister:0, 金属罐 - 深渊露水
pressure:canister:0, 金属罐 - 轻盈之气
pressure:canister:0, 金属罐 - 烈酒
pressure:canister:0, 金属罐 - 火箭燃料
pressure:canister:0, 金属罐 - 火焰水
pressure:canister:0, 金属罐 - 液态阳光
pressure:canister:0, 金属罐 - 云之精华
pressure:canister:0, 金属罐 - 浓缩云之精华
pressure:canister:0, 金属罐 - 火箭燃料
pressure:canister:0, 金属罐 - 液化氖
pressure:canister:0, 金属罐 - 比特原子燃料
pressure:canister:0, 金属罐 - 盐水
pressure:canister:0, 金属罐 - 沼气
pressure:canister:0, 金属罐 - 蒸馏水
pressure:canister:0, 金属罐 - 液体脂肪
pressure:canister:0, 金属罐 - 熔融Copshowium
pressure:canister:0, 金属罐 - 生命源质
pressure:canister:0, 金属罐 - 熔融焦黑石头
pressure:canister:0, 金属罐 - 熔融黑曜石
pressure:canister:0, 金属罐 - 熔融粘土
pressure:canister:0, 金属罐 - 液态泥土
pressure:canister:0, 金属罐 - 熔融玻璃
pressure:canister:0, 金属罐 - 液态蓝色史莱姆
pressure:canister:0, 金属罐 - 液态紫色史莱姆
pressure:canister:0, 金属罐 - 精炼生命精华
pressure:canister:0, 金属罐 - 丹宁酸
pressure:canister:0, 金属罐 - 乳胶漆
pressure:canister:0, 金属罐 - 盐水
pressure:canister:0, 金属罐 - 废水
pressure:canister:0, 金属罐 - 沥青
pressure:canister:0, 金属罐 - 沸腾沥青
pressure:canister:0, 金属罐 - 石蜡
pressure:canister:0, 金属罐 - 玄武岩岩浆
pressure:canister:0, 金属罐 - 暗黑羊奶
pressure:canister:0, 金属罐 - 烟
pressure:canister:0, 金属罐 - 熔融铂
pressure:canister:0, 金属罐 - 熔融铝
pressure:canister:0, 金属罐 - 熔融玻璃（白色）
pressure:canister:0, 金属罐 - 熔融玻璃（橙色）
pressure:canister:0, 金属罐 - 熔融玻璃（品红色）
pressure:canister:0, 金属罐 - 熔融玻璃（淡蓝色）
pressure:canister:0, 金属罐 - 熔融玻璃（黄色）
pressure:canister:0, 金属罐 - 熔融玻璃（黄绿色）
pressure:canister:0, 金属罐 - 熔融玻璃（粉色）
pressure:canister:0, 金属罐 - 熔融玻璃（灰色）
pressure:canister:0, 金属罐 - 熔融玻璃（淡灰色）
pressure:canister:0, 金属罐 - 熔融玻璃（青色）
pressure:canister:0, 金属罐 - 熔融玻璃（紫色）
pressure:canister:0, 金属罐 - 熔融玻璃（蓝色）
pressure:canister:0, 金属罐 - 熔融玻璃（棕色）
pressure:canister:0, 金属罐 - 熔融玻璃（绿色）
pressure:canister:0, 金属罐 - 熔融玻璃（红色）
pressure:canister:0, 金属罐 - 熔融玻璃（黑色）
pressure:canister:0, 金属罐 - 豆浆
pressure:canister:0, 金属罐 - 酱油
pressure:canister:0, 金属罐 - 米醋
pressure:canister:0, 金属罐 - 果醋
pressure:canister:0, 金属罐 - 香油
pressure:canister:0, 金属罐 - 食用油
pressure:canister:0, 金属罐 - 甘蔗汁
pressure:canister:0, 金属罐 - 果汁
pressure:canister:0, 金属罐 - 熔融末地石
pressure:canister:0, 金属罐 - 熔融源质钢
pressure:canister:0, 金属罐 - 熔融铬
pressure:canister:0, 金属罐 - 熔融钨
pressure:canister:0, 金属罐 - 熔融精炼铁
pressure:canister:0, 金属罐 - 热油
pressure:canister:0, 金属罐 - 液化石油气
pressure:canister:0, 金属罐 - 轻油
pressure:canister:0, 金属罐 - 重油
pressure:canister:0, 金属罐 - 天然气
pressure:canister:0, 金属罐 - 液化塑料
pressure:canister:0, 金属罐 - 煤油
pressure:canister:0, 金属罐 - 燃油
pressure:canister:0, 金属罐 - 油渣
pressure:canister:0, 金属罐 - 木馏油
pressure:configurator, 流体过滤调置器
pressure:pipe, 压力管道
pressure:check_valve, 高压遏制阀门
pressure:pipe_sensor, 压力管道感应器
pressure:pump, 高压泵
pressure:output, 高压输出接口
pressure:input, 高压输入接口
pressure:water_source, 无限水源块
pressure:creative_source, 创造液体源块
pressure:drain, 水库排液口
pressure:sluice, 水闸
pressure:tank_controller, 水库主控器
pressure:router, 高压路由器
pressure:tank_block, 水库方块
pressure:tank_indicator, 水库流体指示计
pressure:tank_fluid_output, 水库流体输出接口
pressure:tank_fluid_output_auto, 水库自动输出接口
pressure:tank_fluid_input, 水库流体输入接口
pressure:tank_fluid_access, 水库访问接口
pressure:tank_pressure_output, 水库高压输出接口
pressure:tank_pressure_input, 水库高压输入接口
pressure:tank_interface, 水库端口
pressure:tank_filter, 流体过滤器
pressure:tank_sensor, 水库感应器
reccomplex:block_selector, 方块选择工具
reccomplex:block_selector_floating, 浮空方块选择工具
reccomplex:inventory_generation_tag, 物品栏生成标签
reccomplex:inventory_generation_single_tag, 单一战利品生成标签
reccomplex:inventory_generation_component_tag, 战利品列表组件标签
reccomplex:artifact_generation_tag, 遗物生成标签
reccomplex:book_generation_tag, 书本生成标签
reccomplex:generic_space:0, 空间（0 ~ 负空间）
reccomplex:generic_space:1, 空间（1 ~ 自然空气）
reccomplex:generic_space:2, 空间（2）
reccomplex:generic_space:3, 空间（3）
reccomplex:generic_space:4, 空间（4）
reccomplex:generic_space:5, 空间（5）
reccomplex:generic_space:6, 空间（6）
reccomplex:generic_space:7, 空间（7）
reccomplex:generic_space:8, 空间（8）
reccomplex:generic_space:9, 空间（9）
reccomplex:generic_space:10, 空间（10）
reccomplex:generic_space:11, 空间（11）
reccomplex:generic_space:12, 空间（12）
reccomplex:generic_space:13, 空间（13）
reccomplex:generic_space:14, 空间（14）
reccomplex:generic_space:15, 空间（15）
reccomplex:generic_solid:0, 实体（0 ~ 自然地面）
reccomplex:generic_solid:1, 实体（1 ~ 屏障）
reccomplex:generic_solid:2, 实体（2）
reccomplex:generic_solid:3, 实体（3）
reccomplex:generic_solid:4, 实体（4）
reccomplex:generic_solid:5, 实体（5）
reccomplex:generic_solid:6, 实体（6）
reccomplex:generic_solid:7, 实体（7）
reccomplex:generic_solid:8, 实体（8）
reccomplex:generic_solid:9, 实体（9）
reccomplex:generic_solid:10, 实体（10）
reccomplex:generic_solid:11, 实体（11）
reccomplex:generic_solid:12, 实体（12）
reccomplex:generic_solid:13, 实体（13）
reccomplex:generic_solid:14, 实体（14）
reccomplex:generic_solid:15, 实体（15）
reccomplex:structure_generator, 结构生成器
reccomplex:maze_generator, 迷宫生成器
reccomplex:weighted_command_block, tile.spawn_command.name
reccomplex:spawn_script, 脚本方块
reccomplex:inspector, 检查器
sereneseasons:greenhouse_glass:0, 温室玻璃
sereneseasons:season_sensor_spring:0, 季节传感器（春）
sereneseasons:season_sensor_summer:0, 季节传感器（夏）
sereneseasons:season_sensor_autumn:0, 季节传感器（秋）
sereneseasons:season_sensor_winter:0, 季节传感器（冬）
sereneseasons:ss_icon, 静谧四季图标
sereneseasons:season_clock, 季节指示仪
sgcraft:stargatering:0, Stargate Ring Block
sgcraft:stargatering:1, Stargate Chevron Block
sgcraft:stargatebase, Stargate Base
sgcraft:stargatecontroller, Stargate Controller
sgcraft:naquadahblock, Naquadah Alloy Block
sgcraft:naquadahore, Naquadah Ore
sgcraft:naquadah, Naquadah
sgcraft:naquadahingot, Naquadah Alloy Ingot
sgcraft:sgcorecrystal, Stargate Core Crystal
sgcraft:sgcontrollercrystal, Stargate Controller Crystal
sgcraft:sgchevronupgrade, Stargate Chevron Upgrade
sgcraft:sgirisupgrade, Stargate Iris Upgrade
sgcraft:sgirisblade, Stargate Iris Blade
sgcraft:ic2capacitor, Ridiculously Large Capacitor
sgcraft:rfpowerunit, RF Stargate Power Unit
tanaddons:temp_regulator, 温度调节器
tanaddons:portable_temp_regulator, 便携式温度调节器
tanaddons:thirst_quencher, 止渴仪
libvulpes:blockphantom, tile.blockPhantom.name
libvulpes:hatch:0, 输入口
libvulpes:hatch:1, 输出口
libvulpes:hatch:2, 液体输入口
libvulpes:hatch:3, 液体输出口
libvulpes:placeholder, 机器
libvulpes:structuremachine, 机器结构方块
libvulpes:creativepowerbattery, 创造模式能量输入口
libvulpes:forgepowerinput, 能量输入口
libvulpes:forgepoweroutput, 能量输出口
libvulpes:coalgenerator, 煤炭发电机
libvulpes:motor, 马达
libvulpes:advancedmotor, 高级马达
libvulpes:enhancedmotor, 强化马达
libvulpes:elitemotor, 精英马达
libvulpes:advstructuremachine, 高级机器结构方块
libvulpes:productdust:0, 双锂 粉
libvulpes:productdust:1, 铁 粉
libvulpes:productdust:2, 金 粉
libvulpes:productdust:3, 硅 粉
libvulpes:productdust:4, 铜 粉
libvulpes:productdust:5, 锡 粉
libvulpes:productdust:6, 钢 粉
libvulpes:productdust:7, 钛 粉
libvulpes:productdust:9, 铝 粉
libvulpes:productdust:10, 铱 粉
libvulpes:productingot:3, 硅 锭
libvulpes:productingot:4, 铜 锭
libvulpes:productingot:5, 锡 锭
libvulpes:productingot:6, 钢 锭
libvulpes:productingot:7, 钛 锭
libvulpes:productingot:9, 铝 锭
libvulpes:productingot:10, 铱 锭
libvulpes:productcrystal:0, 双锂 晶体
libvulpes:productboule:3, 硅 球
libvulpes:productnugget:3, 硅 粒
libvulpes:productnugget:4, 铜 粒
libvulpes:productnugget:5, 锡 粒
libvulpes:productnugget:6, 钢 粒
libvulpes:productnugget:7, 钛 粒
libvulpes:productnugget:9, 铝 粒
libvulpes:productnugget:10, 铱 粒
libvulpes:productplate:1, 铁 板
libvulpes:productplate:2, 金 板
libvulpes:productplate:3, 硅 板
libvulpes:productplate:4, 铜 板
libvulpes:productplate:5, 锡 板
libvulpes:productplate:6, 钢 板
libvulpes:productplate:7, 钛 板
libvulpes:productplate:9, 铝 板
libvulpes:productplate:10, 铱 板
libvulpes:productrod:1, 铁 棒
libvulpes:productrod:4, 铜 棒
libvulpes:productrod:6, 钢 棒
libvulpes:productrod:7, 钛 棒
libvulpes:productrod:10, 铱 棒
libvulpes:productfan:6, 钢 扇叶
libvulpes:productsheet:1, 铁 片
libvulpes:productsheet:4, 铜 片
libvulpes:productsheet:6, 钢 片
libvulpes:productsheet:7, 钛 片
libvulpes:productsheet:9, 铝 片
libvulpes:productgear:6, 钢 齿轮
libvulpes:productgear:7, 钛 齿轮
libvulpes:ore0:0, 双锂 矿
libvulpes:ore0:4, 铜 矿
libvulpes:ore0:5, 锡 矿
libvulpes:ore0:8, 金红石 矿
libvulpes:ore0:9, 铝 矿
libvulpes:ore0:10, 铱 矿
libvulpes:metal0:4, 铜 块
libvulpes:metal0:5, 锡 块
libvulpes:metal0:6, 钢 块
libvulpes:metal0:7, 钛 块
libvulpes:metal0:9, 铝 块
libvulpes:metal0:10, 铱 块
libvulpes:coil0:2, 金 线圈
libvulpes:coil0:4, 铜 线圈
libvulpes:coil0:7, 钛 线圈
libvulpes:coil0:9, 铝 线圈
libvulpes:coil0:10, 铱 线圈
advancedrocketry:datapipe, 数据线（弃用）
advancedrocketry:energypipe, 能量管道（弃用）
advancedrocketry:liquidpipe, 液体管道（弃用）
advancedrocketry:launchpad, 发射台
advancedrocketry:rocketbuilder, 火箭组装机
advancedrocketry:structuretower, 结构塔
advancedrocketry:seat, 座位
advancedrocketry:rocketmotor, 液体火箭发动机
advancedrocketry:advrocketmotor, 高级液体火箭发动机
advancedrocketry:fueltank, 液体燃料箱
advancedrocketry:fuelingstation, 燃油站
advancedrocketry:monitoringstation, 火箭监测站
advancedrocketry:satellitebuilder, 卫星建造机
advancedrocketry:moonturf, 月面土
advancedrocketry:moonturf_dark, 暗月草皮
advancedrocketry:hotturf, 氧化铁砂
advancedrocketry:loader:0, 数据总线
advancedrocketry:loader:1, 卫星仓
advancedrocketry:loader:2, 火箭卸载器
advancedrocketry:loader:3, 火箭装载器
advancedrocketry:loader:4, 火箭液体卸载器
advancedrocketry:loader:5, 火箭液体装载器
advancedrocketry:loader:6, 导航电脑访问舱口
advancedrocketry:precisionassemblingmachine, 精确组装机
advancedrocketry:blastbrick, 隔热砖
advancedrocketry:quartzcrucible, 石英坩埚
advancedrocketry:crystallizer, 结晶器
advancedrocketry:cuttingmachine, 切割机
advancedrocketry:alienwood, 木头
advancedrocketry:alienleaves, 轻木叶子
advancedrocketry:aliensapling, 轻木种子
advancedrocketry:observatory, 瞭望台
advancedrocketry:blackholegenerator, 黑洞发生器
advancedrocketry:concrete, 混凝土
advancedrocketry:planetselector, 星球选择器
advancedrocketry:satellitecontrolcenter, 卫星终端
advancedrocketry:planetanalyser, 天体数据处理器
advancedrocketry:guidancecomputer, 导航电脑
advancedrocketry:arcfurnace, 电弧高炉
advancedrocketry:sawblade, 电锯
advancedrocketry:lathe, 车床
advancedrocketry:rollingmachine, 卷板机
advancedrocketry:platepress, 小型压板器
advancedrocketry:stationbuilder, 太空站组装机
advancedrocketry:electrolyser, 电解器
advancedrocketry:chemicalreactor, 化学反应器
advancedrocketry:oxygenscrubber, 二氧化碳净化器
advancedrocketry:oxygenvent, 氧气排放口
advancedrocketry:oxygencharger, 气体装填台
advancedrocketry:airlock_door, tile.smallAirlockDoor.name
advancedrocketry:landingpad, 停靠台
advancedrocketry:warpcore, 跃迁核心
advancedrocketry:warpmonitor, 跃迁控制器
advancedrocketry:oxygendetection, 大气检测机
advancedrocketry:unlittorch, 扑灭的火把
advancedrocketry:geode, 晶簇方块
advancedrocketry:oxygenfluid, 氧气
advancedrocketry:hydrogenfluid, 氢
advancedrocketry:rocketfuel, 火箭燃料
advancedrocketry:nitrogenfluid, 氮气
advancedrocketry:vitrifiedsand, 玻璃化沙子
advancedrocketry:charcoallog, 碳化树
advancedrocketry:electricmushroom, 电蘑菇
advancedrocketry:crystal:0, 紫水晶方块
advancedrocketry:crystal:1, 蓝水晶方块
advancedrocketry:crystal:2, 绿水晶方块
advancedrocketry:crystal:3, 红水晶方块
advancedrocketry:crystal:4, 黄水晶方块
advancedrocketry:crystal:5, 橙水晶方块
advancedrocketry:orientationcontroller, 方向控制器
advancedrocketry:gravitycontroller, 空间站重力控制器
advancedrocketry:drill, 钻头
advancedrocketry:microwavereciever, 微波接收器
advancedrocketry:lightsource, tile.lightSource.name
advancedrocketry:solarpanel, 太阳能板
advancedrocketry:suitworkstation, 太空服调节台
advancedrocketry:biomescanner, 生物群系扫描仪
advancedrocketry:terraformer, 大气修改器
advancedrocketry:deployablerocketbuilder, 无人飞船组装器
advancedrocketry:liquidtank, 压力槽
advancedrocketry:intake, 气体收集器
advancedrocketry:circlelight, 空间站光源
advancedrocketry:solargenerator, 太阳能发电机
advancedrocketry:stationmarker, 空间站停靠点
advancedrocketry:altitudecontroller, 海拔控制器
advancedrocketry:railgun, 方块大炮
advancedrocketry:astrobed, tile.astroBed.name
advancedrocketry:planetholoselector, 全息行星选择器
advancedrocketry:blocklens, 透镜
advancedrocketry:forcefield, 力场方块
advancedrocketry:forcefieldprojector, 力场投射器
advancedrocketry:pipesealer, 密封管
advancedrocketry:spaceelevatorcontroller, 太空电梯
advancedrocketry:beacon, 信标
advancedrocketry:planks, 轻木木板
advancedrocketry:thermitetorch, 热剂火把
advancedrocketry:wirelesstransciever, 无线收发器
advancedrocketry:gravitymachine, 区域重力控制器
advancedrocketry:spacelaser, 轨道激光钻
advancedrocketry:productdust:0, 钛铝合金 粉
advancedrocketry:productdust:1, 钛铱合金 粉
advancedrocketry:productingot:0, 钛铝合金 锭
advancedrocketry:productingot:1, 钛铱合金 锭
advancedrocketry:productnugget:0, 钛铝合金 粒
advancedrocketry:productnugget:1, 钛铱合金 粒
advancedrocketry:productplate:0, 钛铝合金 板
advancedrocketry:productplate:1, 钛铱合金 板
advancedrocketry:productrod:0, 钛铝合金 棒
advancedrocketry:productrod:1, 钛铱合金 棒
advancedrocketry:productsheet:0, 钛铝合金 片
advancedrocketry:productsheet:1, 钛铱合金 片
advancedrocketry:productgear:0, 钛铝合金 齿轮
advancedrocketry:productgear:1, 钛铱合金 齿轮
advancedrocketry:metal0:0, 钛铝合金 块
advancedrocketry:metal0:1, 钛铱合金 块
chisel:blockaluminum:0, 铝块
chisel:blockaluminum:1, 铝块
chisel:blockaluminum:2, 铝块
chisel:blockaluminum:3, 铝块
chisel:blockaluminum:4, 铝块
chisel:blockaluminum:5, 铝块
chisel:blockaluminum:6, 铝块
chisel:andesite:0, 安山岩
chisel:andesite:1, 安山岩
chisel:andesite:2, 安山岩
chisel:andesite:3, 安山岩
chisel:andesite:4, 安山岩
chisel:andesite:5, 安山岩
chisel:andesite:6, 安山岩
chisel:andesite:7, 安山岩
chisel:andesite:8, 安山岩
chisel:andesite:9, 安山岩
chisel:andesite:10, 安山岩
chisel:andesite:11, 安山岩
chisel:andesite:12, 安山岩
chisel:andesite:13, 安山岩
chisel:andesite:14, 安山岩
chisel:andesite:15, 安山岩
chisel:andesite1:0, 安山岩
chisel:andesite1:1, 安山岩
chisel:andesite1:2, 安山岩
chisel:andesite1:3, 安山岩
chisel:andesite1:4, 安山岩
chisel:andesite1:5, 安山岩
chisel:andesite1:6, 安山岩
chisel:andesite1:7, 安山岩
chisel:andesite1:8, 安山岩
chisel:andesite1:9, 安山岩
chisel:andesite1:10, 安山岩
chisel:andesite1:11, 安山岩
chisel:andesite1:12, 安山岩
chisel:andesite1:13, 安山岩
chisel:andesite1:14, 安山岩
chisel:andesite1:15, 安山岩
chisel:andesite2:0, 安山岩
chisel:antiblock:0, 纯色方块
chisel:antiblock:1, 纯色方块
chisel:antiblock:2, 纯色方块
chisel:antiblock:3, 纯色方块
chisel:antiblock:4, 纯色方块
chisel:antiblock:5, 纯色方块
chisel:antiblock:6, 纯色方块
chisel:antiblock:7, 纯色方块
chisel:antiblock:8, 纯色方块
chisel:antiblock:9, 纯色方块
chisel:antiblock:10, 纯色方块
chisel:antiblock:11, 纯色方块
chisel:antiblock:12, 纯色方块
chisel:antiblock:13, 纯色方块
chisel:antiblock:14, 纯色方块
chisel:antiblock:15, 纯色方块
chisel:basalt:0, 玄武岩
chisel:basalt:1, 玄武岩
chisel:basalt:2, 玄武岩
chisel:basalt:3, 玄武岩
chisel:basalt:4, 玄武岩
chisel:basalt:5, 玄武岩
chisel:basalt:6, 玄武岩
chisel:basalt:7, 玄武岩
chisel:basalt:8, 玄武岩
chisel:basalt:9, 玄武岩
chisel:basalt:10, 玄武岩
chisel:basalt:11, 玄武岩
chisel:basalt:12, 玄武岩
chisel:basalt:13, 玄武岩
chisel:basalt:14, 玄武岩
